season,celebrity_name,delta_mean,n_weeks,archetype
32,Ariana Madix,0.023449079333392655,11,balanced
32,Barry Williams,-0.048970038782084925,8,relative_technical
32,Charity Lawson,0.029229775966770385,11,balanced
32,Harry Jowsey,0.030326277387907545,9,balanced
32,Jamie Lynn Spears,-0.05724417893710392,2,relative_technical
32,Jason Mraz,0.018989343008561546,11,balanced
32,Lele Pons,-0.06409047246972976,7,relative_technical
32,Matt Walsh,-0.048134071506726966,1,relative_technical
32,Mauricio Umansky,-0.05464148561065396,6,relative_technical
32,Mira Sorvino,-0.06852608374853218,5,relative_technical
32,Tyson Beckford,-0.05407397475285272,3,relative_technical
32,Xochitl Gomez,0.02361732984784619,11,balanced
33,Anna Delvey,-0.02542253977341962,2,balanced
33,Brooks Nader,-0.07880620296141835,4,relative_technical
33,Chandler Kinney,0.024361046252518684,9,balanced
33,Danny Amendola,0.036000289836514744,9,balanced
33,Dwight Howard,-0.03394392462961996,7,balanced
33,Eric Roberts,-0.03984376396738639,3,balanced
33,Ilona Maher,0.0556213672671532,9,balanced
33,Jenn Tran,-0.0710892178984071,6,relative_technical
33,Joey Graziadei,0.030213936282771543,9,balanced
33,Phaedra Parks,-0.0835143473689101,5,relative_technical
33,Reginald VelJohnson,-0.03933142375915798,3,balanced
33,Stephen Nedoroscik,0.049375741571770194,9,balanced
33,Tori Spelling,-0.037420729841036546,2,balanced
34,Alix Earle,0.0445239715406697,11,balanced
34,Andy Richter,-0.022185350273358287,9,balanced
34,Baron Davis,-0.03434775353254426,2,balanced
34,Corey Feldman,-0.028116737177915057,2,balanced
34,Danielle Fishel,-0.05452756648497481,8,relative_technical
34,Dylan Efron,0.053517019247878134,11,balanced
34,Elaine Hendrix,0.05267997619273657,11,balanced
34,Hilaria Baldwin,-0.07653675658404455,4,relative_technical
34,Jen Affleck,-0.06820249616772943,7,relative_technical
34,Jordan Chiles,0.05232717986841928,11,balanced
34,Lauren Jauregui,-0.06782275305159888,3,relative_technical
34,Robert Irwin,0.0452206270030588,11,balanced
34,Scott Hoying,-0.06798843729174618,6,relative_technical
34,Whitney Leavitt,-0.0575175464203884,10,relative_technical
