,season,celebrity_name,week,total_judge_score,mean_judge_score,n_judges_scored,performed,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,season_max_week,active_until,elim_week_result,is_withdrew,is_place,eligible,judge_rank,judge_percent
24,1,Rachel Hunter,1,20.0,6.666666666666667,3,True,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,True,2.0,0.1834862385321101
25,1,Rachel Hunter,2,24.0,8.0,3,True,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,True,2.0,0.19834710743801653
26,1,Rachel Hunter,3,26.0,8.666666666666666,3,True,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,True,1.0,0.24528301886792453
27,1,Rachel Hunter,4,25.0,8.333333333333334,3,True,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,True,2.0,0.2717391304347826
28,1,Rachel Hunter,5,,,0,False,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,False,,
29,1,Rachel Hunter,6,,,0,False,Jonathan Roberts,Model,,New Zealand,35,Eliminated Week 4,4,6,4.0,4.0,False,False,False,,
30,1,Trista Sutter,1,18.0,6.0,3,True,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,True,4.5,0.1651376146788991
31,1,Trista Sutter,2,19.0,6.333333333333333,3,True,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,True,4.0,0.15702479338842976
32,1,Trista Sutter,3,,,0,False,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,False,,
33,1,Trista Sutter,4,,,0,False,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,False,,
34,1,Trista Sutter,5,,,0,False,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,False,,
35,1,Trista Sutter,6,,,0,False,Louis van Amstel,TV Personality,Indiana,United States,32,Eliminated Week 2,6,6,2.0,2.0,False,False,False,,
36,2,Drew Lachey,1,24.0,8.0,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.0,0.12307692307692308
37,2,Drew Lachey,2,27.0,9.0,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,2.0,0.135
38,2,Drew Lachey,3,27.0,9.0,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.5,0.14835164835164835
39,2,Drew Lachey,4,28.0,9.333333333333334,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.0,0.17721518987341772
40,2,Drew Lachey,5,27.0,9.0,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,2.0,0.17880794701986755
41,2,Drew Lachey,6,30.0,10.0,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.5,0.22556390977443608
42,2,Drew Lachey,7,27.5,9.166666666666666,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.5,0.2696078431372549
43,2,Drew Lachey,8,28.9998,9.6666,3,True,Cheryl Burke,Singer/Rapper,Ohio,United States,29,1st Place,1,8,8.0,,False,True,True,1.0,0.34387291318097685
44,2,George Hamilton,1,18.0,6.0,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,8.0,0.09230769230769231
45,2,George Hamilton,2,22.0,7.333333333333333,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,5.5,0.11
46,2,George Hamilton,3,22.0,7.333333333333333,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,5.5,0.12087912087912088
47,2,George Hamilton,4,21.0,7.0,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,6.0,0.13291139240506328
48,2,George Hamilton,5,24.0,8.0,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,4.0,0.15894039735099338
49,2,George Hamilton,6,23.0,7.666666666666667,3,True,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,True,4.5,0.17293233082706766
50,2,George Hamilton,7,,,0,False,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,False,,
51,2,George Hamilton,8,,,0,False,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,Eliminated Week 6,5,8,6.0,6.0,False,False,False,,
52,2,Giselle Fernandez,1,23.0,7.666666666666667,3,True,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,True,2.5,0.11794871794871795
53,2,Giselle Fernandez,2,24.0,8.0,3,True,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,True,3.0,0.12
54,2,Giselle Fernandez,3,22.0,7.333333333333333,3,True,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,True,5.5,0.12087912087912088
55,2,Giselle Fernandez,4,,,0,False,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,False,,
56,2,Giselle Fernandez,5,,,0,False,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,False,,
57,2,Giselle Fernandez,6,,,0,False,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,False,,
58,2,Giselle Fernandez,7,,,0,False,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,False,,
59,2,Giselle Fernandez,8,,,0,False,Jonathan Roberts,News Anchor,,Mexico,44,Eliminated Week 3,8,8,3.0,3.0,False,False,False,,
60,2,Jerry Rice,1,21.0,7.0,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,5.0,0.1076923076923077
61,2,Jerry Rice,2,23.0,7.666666666666667,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,4.0,0.115
62,2,Jerry Rice,3,19.0,6.333333333333333,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,7.0,0.1043956043956044
63,2,Jerry Rice,4,24.0,8.0,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,5.0,0.1518987341772152
64,2,Jerry Rice,5,23.0,7.666666666666667,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,5.0,0.152317880794702
65,2,Jerry Rice,6,23.0,7.666666666666667,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,4.5,0.17293233082706766
66,2,Jerry Rice,7,20.5,6.833333333333333,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,4.0,0.20098039215686275
67,2,Jerry Rice,8,26.666600000000003,8.888866666666667,3,True,Anna Trebunskaya,Athlete,Mississippi,United States,43,2nd Place,2,8,8.0,,False,True,True,3.0,0.31620636785880724
68,2,Kenny Mayne,1,13.0,4.333333333333333,3,True,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,True,9.0,0.06666666666666667
69,2,Kenny Mayne,2,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
70,2,Kenny Mayne,3,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
71,2,Kenny Mayne,4,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
72,2,Kenny Mayne,5,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
73,2,Kenny Mayne,6,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
74,2,Kenny Mayne,7,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
75,2,Kenny Mayne,8,,,0,False,Andrea Hale,Sports Broadcaster,Washington,United States,46,Eliminated Week 1,10,8,1.0,1.0,False,False,False,,
76,2,Lisa Rinna,1,19.0,6.333333333333333,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,7.0,0.09743589743589744
77,2,Lisa Rinna,2,20.0,6.666666666666667,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,7.0,0.1
78,2,Lisa Rinna,3,25.0,8.333333333333334,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,4.0,0.13736263736263737
79,2,Lisa Rinna,4,26.0,8.666666666666666,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,2.5,0.16455696202531644
80,2,Lisa Rinna,5,25.0,8.333333333333334,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,3.0,0.16556291390728478
81,2,Lisa Rinna,6,27.0,9.0,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,3.0,0.20300751879699247
82,2,Lisa Rinna,7,26.5,8.833333333333334,3,True,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,True,3.0,0.25980392156862747
83,2,Lisa Rinna,8,,,0,False,Louis van Amstel,Actor/Actress,California,United States,42,Eliminated Week 7,4,8,7.0,7.0,False,False,False,,
84,2,Master P,1,12.0,4.0,3,True,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,True,10.0,0.06153846153846154
85,2,Master P,2,16.0,5.333333333333333,3,True,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,True,9.0,0.08
86,2,Master P,3,14.0,4.666666666666667,3,True,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,True,8.0,0.07692307692307693
87,2,Master P,4,8.0,2.6666666666666665,3,True,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,True,7.0,0.05063291139240506
88,2,Master P,5,,,0,False,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,False,,
89,2,Master P,6,,,0,False,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,False,,
90,2,Master P,7,,,0,False,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,False,,
91,2,Master P,8,,,0,False,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,Eliminated Week 4,7,8,4.0,4.0,False,False,False,,
92,2,Stacy Keibler,1,22.0,7.333333333333333,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,4.0,0.11282051282051282
93,2,Stacy Keibler,2,29.0,9.666666666666666,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,1.0,0.145
94,2,Stacy Keibler,3,27.0,9.0,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,1.5,0.14835164835164835
95,2,Stacy Keibler,4,26.0,8.666666666666666,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,2.5,0.16455696202531644
96,2,Stacy Keibler,5,30.0,10.0,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,1.0,0.1986754966887417
97,2,Stacy Keibler,6,30.0,10.0,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,1.5,0.22556390977443608
98,2,Stacy Keibler,7,27.5,9.166666666666666,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,1.5,0.2696078431372549
99,2,Stacy Keibler,8,28.6665,9.5555,3,True,Tony Dovolani,Athlete,Maryland,United States,26,3rd Place,3,8,8.0,,False,True,True,2.0,0.33992071896021603
100,2,Tatum O'Neal,1,23.0,7.666666666666667,3,True,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,True,2.5,0.11794871794871795
101,2,Tatum O'Neal,2,17.0,5.666666666666667,3,True,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,True,8.0,0.085
102,2,Tatum O'Neal,3,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
103,2,Tatum O'Neal,4,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
104,2,Tatum O'Neal,5,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
105,2,Tatum O'Neal,6,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
106,2,Tatum O'Neal,7,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
107,2,Tatum O'Neal,8,,,0,False,Nick Kosovich,Actor/Actress,California,United States,42,Eliminated Week 2,9,8,2.0,2.0,False,False,False,,
108,2,Tia Carrere,1,20.0,6.666666666666667,3,True,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,True,6.0,0.10256410256410256
109,2,Tia Carrere,2,22.0,7.333333333333333,3,True,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,True,5.5,0.11
110,2,Tia Carrere,3,26.0,8.666666666666666,3,True,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,True,3.0,0.14285714285714285
111,2,Tia Carrere,4,25.0,8.333333333333334,3,True,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,True,4.0,0.15822784810126583
112,2,Tia Carrere,5,22.0,7.333333333333333,3,True,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,True,6.0,0.1456953642384106
113,2,Tia Carrere,6,,,0,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,False,,
114,2,Tia Carrere,7,,,0,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,False,,
115,2,Tia Carrere,8,,,0,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,Eliminated Week 5,6,8,5.0,5.0,False,False,False,,
116,3,Emmitt Smith,1,24.0,8.0,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,2.0,0.11320754716981132
117,3,Emmitt Smith,2,24.0,8.0,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,3.5,0.10434782608695652
118,3,Emmitt Smith,3,19.0,6.333333333333333,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,9.0,0.09178743961352658
119,3,Emmitt Smith,4,24.0,8.0,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,5.0,0.12121212121212122
120,3,Emmitt Smith,5,27.0,9.0,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,2.5,0.14917127071823205
121,3,Emmitt Smith,6,25.0,8.333333333333334,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,2.0,0.211864406779661
122,3,Emmitt Smith,7,28.5,9.5,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,1.5,0.2111111111111111
123,3,Emmitt Smith,8,27.0,9.0,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,2.5,0.24770642201834864
124,3,Emmitt Smith,9,29.5,9.833333333333334,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,2.0,0.3333333333333333
125,3,Emmitt Smith,10,29.666600000000003,9.888866666666667,3,True,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,10.0,,False,True,True,1.5,0.5
126,3,Harry Hamlin,1,17.0,5.666666666666667,3,True,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,True,8.0,0.08018867924528301
127,3,Harry Hamlin,2,21.0,7.0,3,True,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,True,8.0,0.09130434782608696
128,3,Harry Hamlin,3,22.0,7.333333333333333,3,True,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,True,5.5,0.10628019323671498
129,3,Harry Hamlin,4,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
130,3,Harry Hamlin,5,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
131,3,Harry Hamlin,6,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
132,3,Harry Hamlin,7,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
133,3,Harry Hamlin,8,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
134,3,Harry Hamlin,9,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
135,3,Harry Hamlin,10,,,0,False,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,3.0,3.0,False,False,False,,
136,3,Jerry Springer,1,16.0,5.333333333333333,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,9.0,0.07547169811320754
137,3,Jerry Springer,2,19.0,6.333333333333333,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,10.0,0.08260869565217391
138,3,Jerry Springer,3,21.0,7.0,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,8.0,0.10144927536231885
139,3,Jerry Springer,4,22.0,7.333333333333333,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,7.0,0.1111111111111111
140,3,Jerry Springer,5,24.0,8.0,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,6.5,0.13259668508287292
141,3,Jerry Springer,6,18.0,6.0,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,5.0,0.15254237288135594
142,3,Jerry Springer,7,23.0,7.666666666666667,3,True,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,True,5.0,0.17037037037037037
143,3,Jerry Springer,8,,,0,False,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,False,,
144,3,Jerry Springer,9,,,0,False,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,False,,
145,3,Jerry Springer,10,,,0,False,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,7.0,7.0,False,False,False,,
146,3,Joey Lawrence,1,21.0,7.0,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,5.0,0.09905660377358491
147,3,Joey Lawrence,2,29.0,9.666666666666666,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,1.0,0.12608695652173912
148,3,Joey Lawrence,3,22.0,7.333333333333333,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,5.5,0.10628019323671498
149,3,Joey Lawrence,4,27.0,9.0,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,3.0,0.13636363636363635
150,3,Joey Lawrence,5,25.0,8.333333333333334,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,5.0,0.13812154696132597
151,3,Joey Lawrence,6,24.0,8.0,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,3.0,0.2033898305084746
152,3,Joey Lawrence,7,28.5,9.5,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,1.5,0.2111111111111111
153,3,Joey Lawrence,8,27.0,9.0,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,2.5,0.24770642201834864
154,3,Joey Lawrence,9,29.5,9.833333333333334,3,True,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,2.0,0.3333333333333333
155,3,Joey Lawrence,10,,,0,False,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,10.0,,False,True,True,,
156,3,Mario Lopez,1,26.0,8.666666666666666,3,True,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,10,10.0,,False,True,True,1.0,0.12264150943396226
