,season,celebrity_name,week,eligible,season_max_week,eligible_next
186,3,Shanna Moakler,1,True,10,True
187,3,Shanna Moakler,2,True,10,False
188,3,Shanna Moakler,3,False,10,False
189,3,Shanna Moakler,4,False,10,False
190,3,Shanna Moakler,5,False,10,False
191,3,Shanna Moakler,6,False,10,False
192,3,Shanna Moakler,7,False,10,False
193,3,Shanna Moakler,8,False,10,False
194,3,Shanna Moakler,9,False,10,False
195,3,Shanna Moakler,10,False,10,
196,3,Tucker Carlson,1,True,10,False
197,3,Tucker Carlson,2,False,10,False
198,3,Tucker Carlson,3,False,10,False
199,3,Tucker Carlson,4,False,10,False
200,3,Tucker Carlson,5,False,10,False
201,3,Tucker Carlson,6,False,10,False
202,3,Tucker Carlson,7,False,10,False
203,3,Tucker Carlson,8,False,10,False
204,3,Tucker Carlson,9,False,10,False
205,3,Tucker Carlson,10,False,10,
206,3,Vivica A. Fox,1,True,10,True
207,3,Vivica A. Fox,2,True,10,True
208,3,Vivica A. Fox,3,True,10,True
209,3,Vivica A. Fox,4,True,10,False
210,3,Vivica A. Fox,5,False,10,False
211,3,Vivica A. Fox,6,False,10,False
212,3,Vivica A. Fox,7,False,10,False
213,3,Vivica A. Fox,8,False,10,False
214,3,Vivica A. Fox,9,False,10,False
215,3,Vivica A. Fox,10,False,10,
216,3,Willa Ford,1,True,10,True
217,3,Willa Ford,2,True,10,True
218,3,Willa Ford,3,True,10,True
219,3,Willa Ford,4,True,10,True
220,3,Willa Ford,5,True,10,False
221,3,Willa Ford,6,False,10,False
222,3,Willa Ford,7,False,10,False
223,3,Willa Ford,8,False,10,False
224,3,Willa Ford,9,False,10,False
225,3,Willa Ford,10,False,10,
226,4,Apolo Anton Ohno,1,True,10,True
227,4,Apolo Anton Ohno,2,True,10,True
228,4,Apolo Anton Ohno,3,True,10,True
229,4,Apolo Anton Ohno,4,True,10,True
230,4,Apolo Anton Ohno,5,True,10,True
231,4,Apolo Anton Ohno,6,True,10,True
232,4,Apolo Anton Ohno,7,True,10,True
233,4,Apolo Anton Ohno,8,True,10,True
234,4,Apolo Anton Ohno,9,True,10,True
235,4,Apolo Anton Ohno,10,True,10,
236,4,Billy Ray Cyrus,1,True,10,True
237,4,Billy Ray Cyrus,2,True,10,True
238,4,Billy Ray Cyrus,3,True,10,True
239,4,Billy Ray Cyrus,4,True,10,True
240,4,Billy Ray Cyrus,5,True,10,True
241,4,Billy Ray Cyrus,6,True,10,True
242,4,Billy Ray Cyrus,7,True,10,True
243,4,Billy Ray Cyrus,8,True,10,False
244,4,Billy Ray Cyrus,9,False,10,False
245,4,Billy Ray Cyrus,10,False,10,
246,4,Clyde Drexler,1,True,10,True
247,4,Clyde Drexler,2,True,10,True
248,4,Clyde Drexler,3,True,10,True
249,4,Clyde Drexler,4,True,10,True
250,4,Clyde Drexler,5,True,10,False
251,4,Clyde Drexler,6,False,10,False
252,4,Clyde Drexler,7,False,10,False
253,4,Clyde Drexler,8,False,10,False
254,4,Clyde Drexler,9,False,10,False
255,4,Clyde Drexler,10,False,10,
256,4,Heather Mills,1,True,10,True
257,4,Heather Mills,2,True,10,True
258,4,Heather Mills,3,True,10,True
259,4,Heather Mills,4,True,10,True
260,4,Heather Mills,5,True,10,True
261,4,Heather Mills,6,True,10,False
262,4,Heather Mills,7,False,10,False
263,4,Heather Mills,8,False,10,False
264,4,Heather Mills,9,False,10,False
265,4,Heather Mills,10,False,10,
266,4,Ian Ziering,1,True,10,True
267,4,Ian Ziering,2,True,10,True
268,4,Ian Ziering,3,True,10,True
269,4,Ian Ziering,4,True,10,True
270,4,Ian Ziering,5,True,10,True
271,4,Ian Ziering,6,True,10,True
272,4,Ian Ziering,7,True,10,True
273,4,Ian Ziering,8,True,10,True
274,4,Ian Ziering,9,True,10,False
275,4,Ian Ziering,10,False,10,
276,4,Joey Fatone,1,True,10,True
277,4,Joey Fatone,2,True,10,True
278,4,Joey Fatone,3,True,10,True
279,4,Joey Fatone,4,True,10,True
280,4,Joey Fatone,5,True,10,True
281,4,Joey Fatone,6,True,10,True
282,4,Joey Fatone,7,True,10,True
283,4,Joey Fatone,8,True,10,True
284,4,Joey Fatone,9,True,10,True
285,4,Joey Fatone,10,True,10,
286,4,John Ratzenberger,1,True,10,True
287,4,John Ratzenberger,2,True,10,True
288,4,John Ratzenberger,3,True,10,True
289,4,John Ratzenberger,4,True,10,True
290,4,John Ratzenberger,5,True,10,True
291,4,John Ratzenberger,6,True,10,True
292,4,John Ratzenberger,7,True,10,False
293,4,John Ratzenberger,8,False,10,False
294,4,John Ratzenberger,9,False,10,False
295,4,John Ratzenberger,10,False,10,
296,4,Laila Ali,1,True,10,True
297,4,Laila Ali,2,True,10,True
298,4,Laila Ali,3,True,10,True
299,4,Laila Ali,4,True,10,True
300,4,Laila Ali,5,True,10,True
301,4,Laila Ali,6,True,10,True
302,4,Laila Ali,7,True,10,True
303,4,Laila Ali,8,True,10,True
304,4,Laila Ali,9,True,10,True
305,4,Laila Ali,10,True,10,
306,4,Leeza Gibbons,1,True,10,True
307,4,Leeza Gibbons,2,True,10,True
308,4,Leeza Gibbons,3,True,10,True
309,4,Leeza Gibbons,4,True,10,False
310,4,Leeza Gibbons,5,False,10,False
311,4,Leeza Gibbons,6,False,10,False
312,4,Leeza Gibbons,7,False,10,False
313,4,Leeza Gibbons,8,False,10,False
314,4,Leeza Gibbons,9,False,10,False
315,4,Leeza Gibbons,10,False,10,
316,4,Paulina Porizkova,1,True,10,True
317,4,Paulina Porizkova,2,True,10,False
318,4,Paulina Porizkova,3,False,10,False
319,4,Paulina Porizkova,4,False,10,False
320,4,Paulina Porizkova,5,False,10,False
321,4,Paulina Porizkova,6,False,10,False
322,4,Paulina Porizkova,7,False,10,False
323,4,Paulina Porizkova,8,False,10,False
324,4,Paulina Porizkova,9,False,10,False
325,4,Paulina Porizkova,10,False,10,
326,4,Shandi Finnessey,1,True,10,True
327,4,Shandi Finnessey,2,True,10,True
328,4,Shandi Finnessey,3,True,10,False
329,4,Shandi Finnessey,4,False,10,False
330,4,Shandi Finnessey,5,False,10,False
331,4,Shandi Finnessey,6,False,10,False
332,4,Shandi Finnessey,7,False,10,False
333,4,Shandi Finnessey,8,False,10,False
334,4,Shandi Finnessey,9,False,10,False
335,4,Shandi Finnessey,10,False,10,
336,5,Albert Reed,1,True,10,True
337,5,Albert Reed,2,True,10,False
338,5,Albert Reed,3,False,10,False
339,5,Albert Reed,4,False,10,False
340,5,Albert Reed,5,False,10,False
341,5,Albert Reed,6,False,10,False
342,5,Albert Reed,7,False,10,False
343,5,Albert Reed,8,False,10,False
344,5,Albert Reed,9,False,10,False
345,5,Albert Reed,10,False,10,
346,5,Cameron Mathison,1,True,10,True
347,5,Cameron Mathison,2,True,10,True
348,5,Cameron Mathison,3,True,10,True
349,5,Cameron Mathison,4,True,10,True
350,5,Cameron Mathison,5,True,10,True
351,5,Cameron Mathison,6,True,10,True
352,5,Cameron Mathison,7,True,10,True
353,5,Cameron Mathison,8,True,10,False
354,5,Cameron Mathison,9,False,10,False
355,5,Cameron Mathison,10,False,10,
356,5,Floyd Mayweather Jr.,1,True,10,True
357,5,Floyd Mayweather Jr.,2,True,10,True
358,5,Floyd Mayweather Jr.,3,True,10,True
359,5,Floyd Mayweather Jr.,4,True,10,False
360,5,Floyd Mayweather Jr.,5,False,10,False
361,5,Floyd Mayweather Jr.,6,False,10,False
362,5,Floyd Mayweather Jr.,7,False,10,False
363,5,Floyd Mayweather Jr.,8,False,10,False
364,5,Floyd Mayweather Jr.,9,False,10,False
365,5,Floyd Mayweather Jr.,10,False,10,
366,5,Helio Castroneves,1,True,10,True
367,5,Helio Castroneves,2,True,10,True
368,5,Helio Castroneves,3,True,10,True
369,5,Helio Castroneves,4,True,10,True
370,5,Helio Castroneves,5,True,10,True
371,5,Helio Castroneves,6,True,10,True
372,5,Helio Castroneves,7,True,10,True
373,5,Helio Castroneves,8,True,10,True
374,5,Helio Castroneves,9,True,10,True
375,5,Helio Castroneves,10,True,10,
376,5,Jane Seymour,1,True,10,True
377,5,Jane Seymour,2,True,10,True
378,5,Jane Seymour,3,True,10,True
379,5,Jane Seymour,4,True,10,True
380,5,Jane Seymour,5,True,10,True
381,5,Jane Seymour,6,True,10,True
382,5,Jane Seymour,7,True,10,False
383,5,Jane Seymour,8,False,10,False
384,5,Jane Seymour,9,False,10,False
385,5,Jane Seymour,10,False,10,
386,5,Jennie Garth,1,True,10,True
387,5,Jennie Garth,2,True,10,True
388,5,Jennie Garth,3,True,10,True
389,5,Jennie Garth,4,True,10,True
390,5,Jennie Garth,5,True,10,True
391,5,Jennie Garth,6,True,10,True
392,5,Jennie Garth,7,True,10,True
393,5,Jennie Garth,8,True,10,True
394,5,Jennie Garth,9,True,10,False
395,5,Jennie Garth,10,False,10,
396,5,Josie Maran,1,True,10,False
397,5,Josie Maran,2,False,10,False
398,5,Josie Maran,3,False,10,False
399,5,Josie Maran,4,False,10,False
400,5,Josie Maran,5,False,10,False
401,5,Josie Maran,6,False,10,False
402,5,Josie Maran,7,False,10,False
403,5,Josie Maran,8,False,10,False
404,5,Josie Maran,9,False,10,False
405,5,Josie Maran,10,False,10,
406,5,Marie Osmond,1,True,10,True
407,5,Marie Osmond,2,True,10,True
408,5,Marie Osmond,3,True,10,True
409,5,Marie Osmond,4,True,10,True
410,5,Marie Osmond,5,True,10,True
411,5,Marie Osmond,6,True,10,True
412,5,Marie Osmond,7,True,10,True
413,5,Marie Osmond,8,True,10,True
414,5,Marie Osmond,9,True,10,True
415,5,Marie Osmond,10,True,10,
416,5,Mark Cuban,1,True,10,True
417,5,Mark Cuban,2,True,10,True
418,5,Mark Cuban,3,True,10,True
419,5,Mark Cuban,4,True,10,True
420,5,Mark Cuban,5,True,10,False
421,5,Mark Cuban,6,False,10,False
422,5,Mark Cuban,7,False,10,False
423,5,Mark Cuban,8,False,10,False
424,5,Mark Cuban,9,False,10,False
425,5,Mark Cuban,10,False,10,
426,5,Mel B,1,True,10,True
427,5,Mel B,2,True,10,True
428,5,Mel B,3,True,10,True
429,5,Mel B,4,True,10,True
430,5,Mel B,5,True,10,True
431,5,Mel B,6,True,10,True
432,5,Mel B,7,True,10,True
433,5,Mel B,8,True,10,True
434,5,Mel B,9,True,10,True
435,5,Mel B,10,True,10,
436,5,Sabrina Bryan,1,True,10,True
437,5,Sabrina Bryan,2,True,10,True
438,5,Sabrina Bryan,3,True,10,True
439,5,Sabrina Bryan,4,True,10,True
440,5,Sabrina Bryan,5,True,10,True
441,5,Sabrina Bryan,6,True,10,False
442,5,Sabrina Bryan,7,False,10,False
443,5,Sabrina Bryan,8,False,10,False
444,5,Sabrina Bryan,9,False,10,False
445,5,Sabrina Bryan,10,False,10,
446,5,Wayne Newton,1,True,10,True
447,5,Wayne Newton,2,True,10,True
448,5,Wayne Newton,3,True,10,False
449,5,Wayne Newton,4,False,10,False
450,5,Wayne Newton,5,False,10,False
451,5,Wayne Newton,6,False,10,False
452,5,Wayne Newton,7,False,10,False
453,5,Wayne Newton,8,False,10,False
454,5,Wayne Newton,9,False,10,False
455,5,Wayne Newton,10,False,10,
456,6,Adam Carolla,1,True,10,True
457,6,Adam Carolla,2,True,10,True
458,6,Adam Carolla,3,True,10,True
459,6,Adam Carolla,4,True,10,False
460,6,Adam Carolla,5,False,10,False
461,6,Adam Carolla,6,False,10,False
462,6,Adam Carolla,7,False,10,False
463,6,Adam Carolla,8,False,10,False
464,6,Adam Carolla,9,False,10,False
465,6,Adam Carolla,10,False,10,
466,6,Cristian de la Fuente,1,True,10,True
467,6,Cristian de la Fuente,2,True,10,True
468,6,Cristian de la Fuente,3,True,10,True
469,6,Cristian de la Fuente,4,True,10,True
470,6,Cristian de la Fuente,5,True,10,True
471,6,Cristian de la Fuente,6,True,10,True
472,6,Cristian de la Fuente,7,True,10,True
473,6,Cristian de la Fuente,8,True,10,True
474,6,Cristian de la Fuente,9,True,10,True
475,6,Cristian de la Fuente,10,True,10,
476,6,Jason Taylor,1,True,10,True
477,6,Jason Taylor,2,True,10,True
478,6,Jason Taylor,3,True,10,True
479,6,Jason Taylor,4,True,10,True
480,6,Jason Taylor,5,True,10,True
481,6,Jason Taylor,6,True,10,True
482,6,Jason Taylor,7,True,10,True
483,6,Jason Taylor,8,True,10,True
484,6,Jason Taylor,9,True,10,True
485,6,Jason Taylor,10,True,10,
486,6,Kristi Yamaguchi,1,True,10,True
487,6,Kristi Yamaguchi,2,True,10,True
488,6,Kristi Yamaguchi,3,True,10,True
489,6,Kristi Yamaguchi,4,True,10,True
490,6,Kristi Yamaguchi,5,True,10,True
491,6,Kristi Yamaguchi,6,True,10,True
492,6,Kristi Yamaguchi,7,True,10,True
493,6,Kristi Yamaguchi,8,True,10,True
494,6,Kristi Yamaguchi,9,True,10,True
495,6,Kristi Yamaguchi,10,True,10,
496,6,Mario,1,True,10,True
497,6,Mario,2,True,10,True
498,6,Mario,3,True,10,True
499,6,Mario,4,True,10,True
500,6,Mario,5,True,10,True
501,6,Mario,6,True,10,True
502,6,Mario,7,True,10,True
503,6,Mario,8,True,10,False
504,6,Mario,9,False,10,False
505,6,Mario,10,False,10,
506,6,Marissa Jaret Winokur,1,True,10,True
507,6,Marissa Jaret Winokur,2,True,10,True
508,6,Marissa Jaret Winokur,3,True,10,True
509,6,Marissa Jaret Winokur,4,True,10,True
510,6,Marissa Jaret Winokur,5,True,10,True
511,6,Marissa Jaret Winokur,6,True,10,True
512,6,Marissa Jaret Winokur,7,True,10,True
513,6,Marissa Jaret Winokur,8,True,10,True
514,6,Marissa Jaret Winokur,9,True,10,False
515,6,Marissa Jaret Winokur,10,False,10,
516,6,Marlee Matlin,1,True,10,True
517,6,Marlee Matlin,2,True,10,True
518,6,Marlee Matlin,3,True,10,True
519,6,Marlee Matlin,4,True,10,True
520,6,Marlee Matlin,5,True,10,True
521,6,Marlee Matlin,6,True,10,False
522,6,Marlee Matlin,7,False,10,False
523,6,Marlee Matlin,8,False,10,False
524,6,Marlee Matlin,9,False,10,False
525,6,Marlee Matlin,10,False,10,
526,6,Monica Seles,1,True,10,True
527,6,Monica Seles,2,True,10,False
528,6,Monica Seles,3,False,10,False
529,6,Monica Seles,4,False,10,False
530,6,Monica Seles,5,False,10,False
531,6,Monica Seles,6,False,10,False
532,6,Monica Seles,7,False,10,False
533,6,Monica Seles,8,False,10,False
534,6,Monica Seles,9,False,10,False
535,6,Monica Seles,10,False,10,
536,6,Penn Jillette,1,True,10,True
537,6,Penn Jillette,2,True,10,False
538,6,Penn Jillette,3,False,10,False
539,6,Penn Jillette,4,False,10,False
540,6,Penn Jillette,5,False,10,False
541,6,Penn Jillette,6,False,10,False
542,6,Penn Jillette,7,False,10,False
543,6,Penn Jillette,8,False,10,False
544,6,Penn Jillette,9,False,10,False
545,6,Penn Jillette,10,False,10,
546,6,Priscilla Presley,1,True,10,True
547,6,Priscilla Presley,2,True,10,True
548,6,Priscilla Presley,3,True,10,True
549,6,Priscilla Presley,4,True,10,True
550,6,Priscilla Presley,5,True,10,False
551,6,Priscilla Presley,6,False,10,False
552,6,Priscilla Presley,7,False,10,False
553,6,Priscilla Presley,8,False,10,False
554,6,Priscilla Presley,9,False,10,False
555,6,Priscilla Presley,10,False,10,
556,6,Shannon Elizabeth,1,True,10,True
557,6,Shannon Elizabeth,2,True,10,True
558,6,Shannon Elizabeth,3,True,10,True
559,6,Shannon Elizabeth,4,True,10,True
560,6,Shannon Elizabeth,5,True,10,True
561,6,Shannon Elizabeth,6,True,10,True
562,6,Shannon Elizabeth,7,True,10,False
563,6,Shannon Elizabeth,8,False,10,False
564,6,Shannon Elizabeth,9,False,10,False
565,6,Shannon Elizabeth,10,False,10,
566,6,Steve Guttenberg,1,True,10,True
567,6,Steve Guttenberg,2,True,10,True
568,6,Steve Guttenberg,3,True,10,False
569,6,Steve Guttenberg,4,False,10,False
570,6,Steve Guttenberg,5,False,10,False
571,6,Steve Guttenberg,6,False,10,False
572,6,Steve Guttenberg,7,False,10,False
573,6,Steve Guttenberg,8,False,10,False
574,6,Steve Guttenberg,9,False,10,False
575,6,Steve Guttenberg,10,False,10,
576,7,Brooke Burke,1,True,10,True
577,7,Brooke Burke,2,True,10,True
578,7,Brooke Burke,3,True,10,True
579,7,Brooke Burke,4,True,10,True
580,7,Brooke Burke,5,True,10,True
581,7,Brooke Burke,6,True,10,True
582,7,Brooke Burke,7,True,10,True
583,7,Brooke Burke,8,True,10,True
584,7,Brooke Burke,9,True,10,True
585,7,Brooke Burke,10,True,10,
586,7,Cloris Leachman,1,True,10,True
587,7,Cloris Leachman,2,True,10,True
588,7,Cloris Leachman,3,True,10,True
589,7,Cloris Leachman,4,True,10,True
590,7,Cloris Leachman,5,True,10,True
591,7,Cloris Leachman,6,True,10,False
592,7,Cloris Leachman,7,False,10,False
593,7,Cloris Leachman,8,False,10,False
594,7,Cloris Leachman,9,False,10,False
595,7,Cloris Leachman,10,False,10,
596,7,Cody Linley,1,True,10,True
597,7,Cody Linley,2,True,10,True
598,7,Cody Linley,3,True,10,True
599,7,Cody Linley,4,True,10,True
600,7,Cody Linley,5,True,10,True
601,7,Cody Linley,6,True,10,True
602,7,Cody Linley,7,True,10,True
603,7,Cody Linley,8,True,10,True
604,7,Cody Linley,9,True,10,False
605,7,Cody Linley,10,False,10,
606,7,Jeffrey Ross,1,True,10,False
607,7,Jeffrey Ross,2,False,10,False
608,7,Jeffrey Ross,3,False,10,False
609,7,Jeffrey Ross,4,False,10,False
610,7,Jeffrey Ross,5,False,10,False
611,7,Jeffrey Ross,6,False,10,False
612,7,Jeffrey Ross,7,False,10,False
613,7,Jeffrey Ross,8,False,10,False
614,7,Jeffrey Ross,9,False,10,False
615,7,Jeffrey Ross,10,False,10,
616,7,Kim Kardashian,1,True,10,True
617,7,Kim Kardashian,2,True,10,False
618,7,Kim Kardashian,3,False,10,False
619,7,Kim Kardashian,4,False,10,False
620,7,Kim Kardashian,5,False,10,False
621,7,Kim Kardashian,6,False,10,False
622,7,Kim Kardashian,7,False,10,False
623,7,Kim Kardashian,8,False,10,False
624,7,Kim Kardashian,9,False,10,False
625,7,Kim Kardashian,10,False,10,
626,7,Lance Bass,1,True,10,True
627,7,Lance Bass,2,True,10,True
628,7,Lance Bass,3,True,10,True
629,7,Lance Bass,4,True,10,True
630,7,Lance Bass,5,True,10,True
631,7,Lance Bass,6,True,10,True
632,7,Lance Bass,7,True,10,True
633,7,Lance Bass,8,True,10,True
634,7,Lance Bass,9,True,10,True
635,7,Lance Bass,10,True,10,
636,7,Maurice Greene,1,True,10,True
637,7,Maurice Greene,2,True,10,True
638,7,Maurice Greene,3,True,10,True
639,7,Maurice Greene,4,True,10,True
640,7,Maurice Greene,5,True,10,True
641,7,Maurice Greene,6,True,10,True
642,7,Maurice Greene,7,True,10,True
643,7,Maurice Greene,8,True,10,False
644,7,Maurice Greene,9,False,10,False
645,7,Maurice Greene,10,False,10,
646,7,Misty May-Treanor,1,True,10,True
647,7,Misty May-Treanor,2,True,10,False
648,7,Misty May-Treanor,3,False,10,False
649,7,Misty May-Treanor,4,False,10,False
650,7,Misty May-Treanor,5,False,10,False
651,7,Misty May-Treanor,6,False,10,False
652,7,Misty May-Treanor,7,False,10,False
653,7,Misty May-Treanor,8,False,10,False
654,7,Misty May-Treanor,9,False,10,False
655,7,Misty May-Treanor,10,False,10,
656,7,Rocco DiSpirito,1,True,10,True
657,7,Rocco DiSpirito,2,True,10,True
658,7,Rocco DiSpirito,3,True,10,True
659,7,Rocco DiSpirito,4,True,10,False
660,7,Rocco DiSpirito,5,False,10,False
661,7,Rocco DiSpirito,6,False,10,False
662,7,Rocco DiSpirito,7,False,10,False
663,7,Rocco DiSpirito,8,False,10,False
664,7,Rocco DiSpirito,9,False,10,False
665,7,Rocco DiSpirito,10,False,10,
666,7,Susan Lucci,1,True,10,True
667,7,Susan Lucci,2,True,10,True
668,7,Susan Lucci,3,True,10,True
669,7,Susan Lucci,4,True,10,True
670,7,Susan Lucci,5,True,10,True
671,7,Susan Lucci,6,True,10,True
672,7,Susan Lucci,7,True,10,False
673,7,Susan Lucci,8,False,10,False
674,7,Susan Lucci,9,False,10,False
675,7,Susan Lucci,10,False,10,
